,season,episode_number,title,desc
275,12,292,"""Chikara"" Episode 3",Naruto and Sakura decide to stay at Shiseru's house overnight to help watch over the survivors.
276,12,293,"""Chikara"" Episode 4","A clone possessing the Nine Tails' chakra emerges from Naruto's body. Seeking more power, the clone goes on a rampage, destroying everything in its path. Will the Leaf ninja be able to stop this powerful clone?!"
277,12,294,"""Chikara"" Episode 5","The Saezuri is revealed and activated. Exposing Kabuto is exposed as the true enemy, and summons the Nine-Tailed Naruto Clone, Hidan, and Deidara. Naruto and his team mates become engaged in a fierce battle."
278,13,105,Kekkai kôbô-sen,Kabuto plans on breaking the Leaf's The Four-Corner Sealing Barrier from the inside by using Yukimaru's power and have the Three-Tailed Beast go on a rampage.
279,13,106,Akai tsubaki,"To protect Guren from the raging Three Tails, Yuukimaru exerts powers beyond his limits. Moved by his action, Guren now comes to regret her past sin of killing Yuukimaru's mother."
280,13,107,Goetsu dôshû,"To protect Yuukimaru, Naruto and Guren fight alongside each other against the Three-Tailed beast and are swallowed. Inside the beast is an unnatural world filled with limestone."
281,13,108,Tsubaki no michishirube,"The Leaf ninja learn that Naruto is inside the Three-Tailed beast. With no other alternative but to trust Yuukimaru's mystical senses, Kakashi and the others follow the boy's guidance and attempt a rescue mission."
282,13,109,Juin no gyakushû,"Despite the Leaf ninja rescue attempt, Naruto and Guren do not return. Frustration builds among the group, but as Three Tails wakes from its sleep, the Sealing Team makes a second attempt at the Four Corner Sealing Barrier."
283,13,110,Tsumi no kioku,"Kabuto plots to have Three Tails crush the Leaf ninja by sacrificing Yuukimaru's power and life. Controlled by Yuukimaru, Three Tails' awesome power is about to break free from the seal, when an unexpected ally saves Shizune's sealing team."
284,13,111,Kudakareta yakusoku,"Kabuto finally appears before Naruto. Learning that Orochimaru used Guren's and Yuukimaru's feelings for his own purposes, an enraged Naruto enters battle against Kabuto."
285,13,112,Kaerubeki basho,"The Leaf ninja fall back and tend to their wounds. The battle has left everyone with serious injuries. Shizune examines Yuukimaru, who is in a coma, but his body is no longer able to control Three Tails."
286,13,113,Daija no dôkô,"Orochimaru agonizes in pain at his hideout, now requiring level-ten medications just to sustain his body. Even with excruciating pain Orochimaru is preparing for his transference ritual, and Kabuto can feel Orochimaru's further potential."
287,13,114,Taka no hitomi,"Orochimaru sheds his old body and transforms into a white serpent. As he attacks Sasuke to obtain his body, Orochimaru remembers the time he found the slough of a white snake in front of his parents' grave."
288,13,115,Zabuza no daitô,"Sasuke has defeated Orochimaru. He then frees Suigetsu, a man trapped inside a water tank, and tells the man to join him. But Suigetsu does not immediately take up Sasuke's offer..."
289,13,116,Teppeki no ban'nin,"Sasuke and Suigetsu visit the southern hideout to recruit their next member, Karin. Suigetsu is surprised at the hideout's low security level but is told that no prisoners can escape thanks to Karin's abilities. What is Karin's power that allows her to maintain order and an iron defense?"
290,13,117,Kita ajito no Jûgo,"Sasuke and his team head for the northern hideout to recruit their next member, Jugo. On the way, Karin explains that the northern hideout is a site for conducting horrific human experiments. A ninja with abnormal homicidal impulses, Jugo is the sole carrier of the enzyme necessary to create Orochimaru's curse mark..."
291,13,118,Kessei!,"Slipping past the riot, Sasuke arrives at Jugo's cell. But Jugo refuses to be released, even going as far as to say he rather die a lonely death than to leave the hideout."
292,13,119,Kakashi gaiden ~ Senjô no bôizu raifu ~ Zenpen,"More than ten years ago, the rule of the Five Great Shinobi Nations was destabilized, throwing the world into a conflict later to be known as the Third Great Ninja War.The future Fourth Hokage Minato Namikaze assigns young Kakashi, Obito of the Uchiha clan, and Rin, a medical ninja, on a mission to Kannabi Bridge..."
293,13,120,Kakashi gaiden ~ Senjô no bôizu raifu ~ Kôhen,"Obito ignores Kakashi's order to continue with the mission and leaves to save Rin, who was kidnapped by the Rock ninja. But the enemies detect Obito's arrival and defeat him. Kakashi arrives at the last minute and saves Obito..."
294,13,295,"""Chikara"" Episode Final","The Nine-Tailed Naruto Clone mutates into a hydra-tail nearly completely taking over Naruto's consciousness. Meanwhile, Dokku and Shiseru decide to sacrifice themselves to deactivate the Ama no Hoko."
295,13,296,"Naruto, sansen!!",Naruto enters the battle to defeat the white zetsu's impostors. Naruto uses a range of new techniques.
296,13,297,"Chichi no omoi, haha no ai",Gaara engages the four Kage including his father. Gaara updates his father on his life. Gaara's father is in shock and chooses to test Gaara's strength.
297,13,298,Tsuini sesshoku!! Naruto VS Itachi,Nagato and Itachi meet Naruto and Killer Bee while under Kabuto's control. They are forced into battle and Itachi is able to free himself from the control of Kabuto.
298,13,299,Mitomi rareshi mono,Naruto is on the verge of losing his soul to Nagato. Killer Bee and Itachi come to his rescue.
299,13,300,Mizukage to Ôhamaguri to Shinkirô,"The Second Mizukage and the Third Raikage unleash havoc on the Shinobi forces. The Second Mizukage summons a giant clam that creates a mirage. Gaara faces of against Mu and the shinobi platoon fight the Second Mizukage. Naruto attacks Mu with his Planetary Rasengan. Meanwhile, the Second Mizukage argues with the platoon that they should not attack what they see him and the clam. Gaara arrives and manages to sense the location of the giant clam and Onoki delivers a powerful Earth style punch despite running low on chakra. However Onoki gets exhausted and the Second ..."
300,13,301,Mujun,A viscous battle against the third Raikage begins. Can the Shinobi Forces seal one of the strongest shinobis of all time.
301,13,302,Kyôfu joukibôi,"The battle against the Second Mizukage rages on. Elsewhere, everything has come to a standstill in the face of many White Zetsu clones infiltrating shinobi ranks, especially at the Logistical Support and Medical Divisions."
302,13,303,Kako no bôrei,"Otogakure's Sound Four is reincarnated on the battlefield. The now grown up members of the Sasuke Retrieval Team dominate their opponents. However, a seal activates around the defeated shinobi and Kiba, Akamaru, Neji, Shikamaru, and Choji."
303,13,304,Yomi Tenshin no jutsu,"Neji, Shikamaru, Choji, Kiba, and Akamaru arrive in another location surrounded by the sound four. Whom seem a lot stronger than before."
304,13,305,Fukushûsha,Time is running out for the Leaf shinobi whose souls are trapped inside the Sound Four's barrier. Ino and Shino exhaust their own chakra to keep their friends alive.
305,13,306,Kokoro no me,"Hinata remembers the time that Neji protected her when they were younger, when Neji was left in charge of Hinata's training."
306,13,307,Gekkô ni keyu,"Summoning a confused Hayate Gekko, who died at the time of the Chunnin exams, Kabuto pairs him up with a cloud and sound ninja and sends them into battle."
307,13,308,Mikazuki no yoru,Hayate fights against Yugao in a battle of swords.
308,13,309,A-kûy ninmu: Gozen-jiai,"Naruto arrives to help a team of Allied Shinobi Forces led by Karui, who are struggling against a reanimated samurai, whom Naruto recognizes as a man named Tatewaki he met on a previous mission. A flashback entails."
309,13,310,Rakujô,Naruto's flashback of Tatewaki continues.
310,13,311,Prologue of Road to Ninja,"This episode is a Prologue to the Naruto Shippuden movie 'Road to Ninja'. It begins with Tobi speaking with Zetsu about testing out a limited, trial-version of the ""Infinite Tsukuyomi""."
311,13,312,Rôjin to ryû no me,"Still searching thoroughly for any remaining factions of the enemy, the Third Division came across another reincarnated shinobi: Master Chen - a renown hero of Konohagakure who was thought to have died during the Third Shinobi World War."
312,13,313,"Ame nochi yuki, tokidoki kaminari",A young boy called Yota appears in three different places in front of the people he once knew. Yota is gifted in regards to weather abilities.
313,13,314,Kanashî tenki ame,Another Yota appears in front of Naruto who suspects the one in front of him is the only real Yota.
314,13,315,Nagori yuki,The flashbacks of Yota continue until the leaf ninja finally put an end to the story of Yota.
315,13,316,Edo Tensei rengô-gun!!,Kabuto summons his group of 'failed attempts' to recover his power ninja who have been sealed.
316,13,317,Shino VS Torune!!,Shino verses a gifted reincarnated relative from the foundation.
317,13,318,Kokoro no ana môhitori no Jinchûriki,"Fukai, the previous host of the eight tails, appears to fight Bee.Killer Bee is overconfident until Fukai reveals that he still has the eight tails chakra."
318,13,319,Kugutsu ni yadoru tamashî,The Fifth Division led by Mifune is confronted by the reanimated Kimimaro. While Kankuro fights against lady Chiyo.
319,13,320,Hashire Omoi,Thousands of White Zetsu overrun a group of ninja. Seven child ninja from the cloud head towards the battle as reinforcements. When Omoi hears this he runs of to find the children.
320,13,321,Zôen tôchaku,Naruto's Kage Bunshin finally arrives at every battlefield to help identify the White Zetsus. An unexpected and shocking surprise is revealed.
321,13,322,Uchiha Madara,"Madara is revived through Edo Tensei, Kazekage Gaara and Tsuchikage Ônoki are forced to fight him."
322,13,323,Gokage shûketsu...!!,"Hokage Tsunade, Raikage A and Mizukage Mei joins Kazekage Gaara and Tsuchikage Ônoki in the battlefield to fight against Edo Tensei Madara."
323,13,324,Warenai Kamen: Wareta Shabondama,"Naruto and Killer B meet Tobi and the six former Jinchûriki revived through Edo Tensei. The story of how Akatsuki captured the Rokubi Jinchûriki, Utakata, is shown (filler)."
324,13,325,Jinchûriki VS Jinchûriki!!,Naruto and Killer B fights against Tobi and the six Jinchûriki that now holds the power of the six Pain.
325,13,326,Yonbi: Sen'nen no Ô,"Naruto, Killer B and the Hachibi receives aid from Kakashi and Gai to fight the Jinchûriki in biju mode. Meanwhile, Sasuke decides to go outside and test his new eyes."
326,13,327,Kyûbi,Kurama the Kyûbi recalls his struggle to release himself from the seal through Naruto's life.
327,13,328,Kurama,"For years, Naruto was the target of Nine-Tails' undying hatred. But their time together has made Nine Tails understand Naruto more than anyone."
328,13,329,Tsû man seru,"Naruto uses up the last of his chakra trying to free the Tailed Beasts from Madara's control. When all seems lost, the Nine Tails finally acknowledges Naruto as its jinchuriki and offers its help."
329,13,330,Shôri e no yogen,"The tide of battle is shifting in the Allied Forces' favor, but many are uncertain that they stand a chance against Madara Uchiha. To help boost their spirits, Shikaku orders Inoichi to send out a message to every member of the forces."
330,13,331,Yami o miru me,Suigetsu finds something interesting and alongside Jûgo they go look for Sasuke. Sasuke is able to test once again his new Mangekyo Sharingan against White Zetsus and learns about the war.
331,13,332,Ishi no ishi,Tsuchikage Ônoki remembers how he inherited the Will of Stone and gather strength to fight Madara. Sasuke encounters his late brother Itachi (revived through Edo Tensei) and pursue him looking for answers. Madara reveals something that enrages Tsunade.
332,13,333,Edo Tensei no risuku,"Tsunade leaves her post as Medic Ninja to join the other Kage in fighting Madara. Meanwhile, Sasuke goes after Itachi and learns that his brother intends on stopping Kabuto's Reanimation Jutsu alone."
333,13,334,Kyôdai taggu!!,Sasuke and Itachi team up to stop Kabuto's Reanimation Jutsu. But Kabuto's new ability to use Nature Energy has made him a difficult target for the brothers to land their Susano'o attack.
334,13,335,Tagai no Konoha,Sasuke and Itachi fight Kabuto. Kabuto rememorates his early childhood.
335,13,336,Yakushi Kabuto,Yakushi Kabuto rememorates how he has become who he is now through the different events in his life.
336,13,337,Hatzudô: Izanami,Sasuke and Itachi continue their fight against Kabuto. Itachi uses the Izanami.
337,13,338,Izanagi to Izanami,Itachi explains to Sasuke how the Izanami works and how it is related to the Izanagi.
338,13,339,Imao o zutto aishiteru,"The five Kage continue their fight against Madara Uchiha as he uses his final Susanoo and attacks them with full power. Meanwhile, Itachi says his final words to Sasuke."
339,13,340,Edo Tensei: Kai,"Thanks to Itachi, the Reanimation Jutsu is released, and all the Reanimated Shinobi are returned to their resting places. But to everyone's surprise, the real Madara still remains."
340,13,341,Fukkatsu!! Orochimaru,"Suigetsu and Jugo finally catch up to Sasuke. In order to learn the truth behind the Leaf's actions, Sasuke decides to resurrect the one man who can help him find the answer-Orochimaru."
341,13,342,Jikûkan ninjutsu no himitsu,"Having absorbed the chakras of all nine Tailed Beasts, the Gedo Statue begins its transformation into Ten Tails."
342,13,343,Temê wa dare da!!,Kakashi is disturbed to discover a strange connection between the masked man's Transportation Technique and his own Kamui Jutsu.
343,14,344,Obito to Madara,Madara has rescued a dying Obito and tells him about his plans.
344,14,345,Ore wa jigoku ni iru,"Two White Zetsu helps Obito in his rehabilitation, while they explain more about Madara's plan and bring some news regarding Rin and Kakashi."
345,14,346,Yume no sekai,"Obito watches in disbelief as Kakashi kills Rin. Unable to accept the harsh reality, Obito decides to carry out Madara's dream so that he can create an ideal world where Rin still exists."
346,14,347,Shinobiyoru kage,"Years ago, Yahiko, Nagato, and Konan form the Akatsuki to realize their dream of bringing peace to the Hidden Rain."
347,14,348,"Shinsei: ""Akatsuki""","Danzo deliberately misleads Hanzo, telling him that the Akatsuki are attempting to sabotage the peace talks between the Hidden Rain and Stone."
348,14,349,Kokoro o kakusu men,"After the end of the Third Great Ninja War, the Leaf Village is divided over who should become the next Hokage. Minato Namikaze is soon appointed as the Fourth Hokage, much to the annoyance of Danzo and Orochimaru"
349,14,350,Minato no shi,"Kakashi becomes part of the ANBU Black Ops, an elite team of shinobi who are under the direct command of the Fourth Hokage, Minato Namikaze."
350,14,351,Hashirama saibô,"At the Foundation, Kakashi meets a boy who uses Wood Style, a jutsu that only First Hokage Hashirama was capable of using. Kakashi goes to Third Hokage Hiruzen's library to seek answers and discovers records regarding Hashirama's cells."
351,14,352,Nukenin: Orochimaru,"Orochimaru is forced to flee the Hidden Leaf after Third Hokage Hiruzen exposes his illegal experiments. Danzo, fearing that Orochimaru's capture would lead to the exposure of his own involvement in the experiments, sends out one of his men to help the rogue ninja."
352,14,353,Orochimaru no jikkentai,"While pursuing Orochimaru, Kakashi wanders into a village inhabited by the Iburi Clan, a group of people with the unique ability to turn into smoke. Kakashi is soon captured and learns that the villagers all serve under Orochimaru."
353,14,354,Sorezore no michi,"Yukimi leaves the village to see the outside world, taking ""Tenzo"" with her. Kakashi tries to convince the two to return so that he can set a trap to capture Orochimaru, who is after Yukimi's blood. But Yamato, who has grown attached to Yukimi, abandons his original mission to protect his friend."
354,14,355,Nerawareta Sharingan,"Danzo orders Tenzo to kill Kakashi and take his Sharingan. Reluctant at first, Tenzo decides to carry out his orders after learning that the Leaf Shinobi has come to be known as ""Kakashi the Friend Killer."""
355,14,356,Konoha no Shinobi,"After being saved by the target he was ordered to kill, Tenzo realizes that the man known as ""Kakashi the Friend Killer"" is someone who values the lives of his comrades more than anyone. No longer wishing to kill Kakashi, Tenzo abandons the mission and returns to the Leaf Village, fully aware that his actions will stir up Danzo's anger."
356,14,357,ANBU no Uchiha,"Itachi Uchiha is inducted into Kakashi's unit as the youngest member of the ANBU Black Ops. Itachi's father, Fugaku, is pleased, thinking this will grant the Uchiha access to exclusive, top-secret Leaf intel. But Danzo, who wants intel on the Uchiha, orders Itachi to betray his family and clan by acting as a double agent."
357,14,358,Kûdetâ,"Following the aftermath of the Nine-Tails incident, many on the Leaf Council voice suspicions that the Uchiha Clan were behind this tragedy. The Uchiha are then placed under 24-hour surveillance by the ANBU, which causes further tensions to arise."
358,14,359,Sangeki no yoru,Kakashi visits the Uchiha District and notices that the community seems more antisocial than the last time he visited. Meanwhile Itachi finds concrete evidence regarding the Uchiha Clan's coup against the Leaf. The fateful moment is fast approaching...
359,14,360,Tantô Jônin,"Hiruzen relieves Kakashi of his ANBU duties and assigns him a new position as a Jonin Leader. Reflecting on his past mistakes, Kakashi decides to use the same test that Minato once used to measure one's teamwork."
360,14,361,Dai nana han,"Hiruzen assigns Kakashi to be in charge of Naruto, Sasuke, and Sakura, three genin that bear a striking resemblance to the former Team Minato."
361,14,362,Kakashi no ketsui,"Kakashi desperately tries to reach out to Obito, but his words fall on deaf ears. Obito instead accuses Kakashi of being trash, which angers Naruto, forcing him to step in and defend his Sensei."
362,14,363,Shinobi rengô-gun no jutsu!,"The barrier is shattered, and Ten Tails appears! With unfathomable power in its attack, it sends shock waves through the air! Kurama takes the lead and tries to go on the offensive, but is helpless against Ten Tails' immense strength. Soon both Kurama and Gyuki exhaust their chakra and fade away."
363,14,364,Tsunagareru mono,The Allied Shinobi Forces begin their onslaught against Obito and Madara. But Ten Tails suddenly transforms and hurls powerful Tailed Beast Bombs toward distant towns.
364,14,365,Shinobimau mono-tachi,"Naruto is overcome with grief over Neji's death, but Hinata's words restore his fighting spirit."
365,14,366,Subete o shiru mono-tachi,"Sasuke returns to the Hidden Leaf Village seeking answers, and standing before him are First Hokage Hashirama, Second Hokage Tobirama, Third Hokage Hiruzen, and Fourth Hokage Minato, all reanimated. Sasuke asks Hiruzen for the truth about Itachi, and he questions Tobirama about the secret of the Uchiha Clan. Then Hashirama begins his story, which goes back to the feudal age, to a period before the village even existed."
366,14,367,Hashirama to Madara,"Madara and Hashirama eventually become the leaders of their respective clans. As the fighting rages on between the Senju and Uchiha, Hashirama approaches Madara about an alliance. But Madara refuses to listen and releases Susano'o instead!"
367,14,368,Sengoku jidai,"Madara and Hashirama eventually become the leaders of their respective clans. As the fighting rages on between the Senju and Uchiha, Hashirama approaches Madara about an alliance. But Madara refuses to listen and releases Susano'o instead!"
368,14,369,Hontô no yume,"The Senju and Uchiha clans join together to build a shinobi village and fulfill their dreams. Standing on the cliff where they confided their youthful aspirations to each other, Hashirama and Madara gaze over the forest at their burgeoning village. Hashirama decides that Madara should be the Hokage, but his younger brother Tobirama objects, warning that the Uchiha are dangerous."
369,14,370,Sasuke no kotae,"After listening to what Hashirama and the rest of the former Hokage have to say, Sasuke finally understands how the Leaf Village and its shinobi came to be. He then decides on the path he will ultimately take!"
370,14,371,Kazaana,"The fighting rages between Naruto, who stands at the vanguard of the Allied Shinobi Forces, and the team of Madara and Obito. Ten Tails' relentless attack is wearing down Naruto, and his chakra begins to dissipate. Meanwhile, Kakashi and Obito face each other in a different Kamui dimension."
371,14,372,Umeru mono,Ten Tails is on the brink of its final transformation and begins to form a massive Tailed Beast Bomb.
372,14,373,"Dai nana han, shûketsu!!","Team 7 is finally reunited when Naruto, Sakura and Sasuke join forces. Then the reanimated former Hokage arrive to add their strength to a counteroffensive. Ten Tails divides into countless parts, and Naruto and Sasuke charge at them. Refusing to be left behind, Sakura follows!"
373,14,374,Aratanaru sansukumi,"Bearing a close resemblance to the Legendary Sannin, Naruto, Sakura and Sasuke make a stunning arrival on the battlefield with each of their summonings."
374,14,375,Kakashi VS Obito,Kakashi and Obito face again in an epic fight to give birth to a new evil.
375,14,376,Kyûbi gôdatsu shirei,The townspeople are going about their daily business on the streets of the Leaf Village when someone suddenly appears and starts sending them flying.
376,14,377,Naruto tai Meka Naruto,The townspeople are going about their daily business on the streets of the Leaf Village when someone suddenly appears and starts sending them flying.
377,14,378,Jûbi no Jinchûriki,"Obito completely absorbs the giant Ten Tails, undergoes a transformation and becomes the Ten Tails' Jinchuriki."
378,14,379,Toppakô,"Obito has gained complete control over his power as the Ten Tails Jinchuriki as his powerful, cold-blooded attacks force Naruto and his friends into a corner."
379,14,380,Naruto ga umareta hi,As Minato confronts Obito he becomes full of regret.
380,14,381,Shinju,Naruto and Minato combine their powers to perform a Sage Jutsu attack on Obito.
381,14,382,Shinobi no yume,"The Ten Tails morphs into its final form, ""The Divine Tree,"" and attacks the shinobi, absorbing their chakra one after another."
382,14,383,Saki o ou,"Naruto's past, thoughts, and feelings flow into the consciousness of every shinobi, unifying their hearts."
383,14,384,Nakama de michita kokoro,Naruto and Sasuke size up Obito as the final battle looms.
384,14,385,Uchiha Obito,Naruto objects to Obito's claim that he is the second Sage of Six Paths and declares that he is Obito Uchiha.
385,14,386,Chanto miteru,"Pressed by Naruto, Obito remembers the time he, Kakashi, and Rin teamed up for the Chunin Exam and when he promised Rin that he would become Hokage."
386,14,387,Mamorareta yakusoku,Naruto's power of persuasion moves Obito's heart.
387,14,388,Saisho no tomo,Gaara tells the story of how Naruto and he became friends.
388,14,389,Akogare no Nê-Sama,"The Hyuga Clan, in which the side branch family exists solely to protect the main family, has a legacy of hatred and division. Hanabi adores her sister Hinata, who struggles to become a worthy successor to the Hyuga Clan."
389,14,390,Hanabi no ketsui,"Hanabi begins training in order to be strong and kind like Hinata. But when Hinata is labeled unfit as a successor, Hanabi's heart becomes bound to her destiny."
390,14,391,"Uchiha Madara, tatsu","Naruto and the Allied Shinobi Forces successfully extract the Tailed Beasts from Obito. Only Madara remains, and Naruto heads out to tackle this foe."
391,14,392,Ura no kokoro,"With his newly revived strength, Madara doesn't give in against the nine Tailed Beasts."
392,14,393,Hontô no owari,"Despite all efforts, Kurama is extracted from Naruto, and ultimately, all the Tailed Beasts are imprisoned inside the Gedo Statue."
393,14,-1,Ninja Escapades: The Far Reaches of Hope,"Know what this is about?
 Be the first one to add a plot."
394,14,-1,Sunny Side Battle!,Sunny Side Battle! (Sani Saido Batoru!) is an OVA that was released with Naruto Shippuden: Ultimate Ninja Storm Revolution. It features Itachi making breakfast for Sasuke in their old home.
395,15,394,Aratanaru Chûnin shiken,"Tsunade has left Naruto's life in Sakura's hands. As she rides off with Naruto on Gara's sand to find Minato, the Fourth Hokage, the scene skips backwards to two years after Naruto left the Hidden Leaf Village to train with Master Jariaya. All of Naruto's comrades continue to be inspired by him even in his absence and train hard for his return. Amidst all of the training, the Fifth Hokage, Lady Tsunade, and the Fifth Kazekage, Gara, meet to discuss the return of the chunin exams."
396,15,395,"Chûnin shiken, kaishi!","The Hidden Leaf begin preparing for the Chunin Exams. Tsunade orders Kakashi to personally deliver an invitation to the Hidden Rain Village and, at the same time, gather intel. The Mist, Cloud and Stone send their regrets, but the Hidden Waterfall and Hidden Grass accept. Ino and Choji ask Sakura to join their three-man team as a stand-in for Shikamaru, who is already a chunin. But Sakura is hesitant and turns them down."
397,15,396,Mittsu no mondai,"The Chunin Exams finally begin and the proctor for Round One is none other than Shikamaru! The first exam is a written test. The entrants are separated from their teams, and with little explanation from Shikamaru, the exam begins. The time limit is 30 minutes and there are only three questions. As the minutes tick away, Neji remembers the last Chunin Exams where Naruto turned in a blank sheet and still passed. He begins to realize that this exam is not about measuring one's problem-solving skills!"
398,15,397,Rîdâ ni fusawashî mono,"The genin are unable to figure out the answer and start to panic. Neji announces to everyone in the room that he will tell them how to answer the question. Some of the genin don't agree with Neji's taking the lead and try to pick a fight, but fighting is prohibited. Those who fear elimination follow Neji's instructions, and soon the time limit is up. However, Shikamaru introduces another question to be answered within three minutes. Will Neji and his team be able to pass this round?"
399,15,398,"Niji shiken, zen'ya","Kankuro tries in vain to stop Gaara from supervising the exams due to the lack of security and the threats against his life. Gaara vows to see the exams through to completion because of their significance to him as the place he first met Naruto. On the night before the Second Exam, the entrants gather in the cafeteria, and a brawl breaks out. While the Hidden Leaf stand by helpless, the only one who can calm everyone down is Fuu from the Hidden Waterfall Village."
400,15,399,Ma no sabaku no sabaibaru,"The Second Exam finally begins! To pass this stage, each team must take possession of both the Heaven and Earth scrolls and make it to the designated site in the center of the Demon Desert within 72 hours. Neji, Lee, and Tenten dash out at the starting signal. After observing Shira deflect Lee's kick and Fuu's enormous power, Neji decides they must avoid any encounter with their two teams. However, Lee is eager to challenge Shira!"
401,15,400,Taijutsu tsukai to shite...,"Like Lee, Shira can only use taijutsu. In the Hidden Sand, those who can't use ninjutsu cannot become shinobi. However, Lord Gaara recognizes Shira's taijutsu abilities and appoints him as his own taijutsu coach. Envious of Shira's sudden rise to prominence, the other Sand shinobi criticize and attack him. Noting the similarities of their circumstances, Lee is outraged at the ones who hurt and belittled Shira and sets out in pursuit!"
402,15,401,Kimaweshi mono,"Lee challenges Shira to a battle between taijutsu users! Although it first appears the two are evenly matched in speed and attacks, Lee's smaller physique begins to sustain damage. In order to counter this, Lee resorts to using his Eight Inner Gates, but he is unable to release the First Gate!"
403,15,402,Tôsô VS tsuiseki,"Kiba and his team are in pursuit of Hidden Grass Ninja who have stolen their scroll! Their foes are experts of escape and prove elusive even for Kiba and his team of expert sensory ninja. Their goal is just before them, but unless they find the enemy, the Hidden Grass will get there first!"
404,15,403,Akiramenai dokonjô,"Kiba and his team are in pursuit of Hidden Grass Ninja who have stolen their scroll! Their foes are masters of escape and prove elusive even for Kiba and his team of expert sensory ninja. Their goal is just ahead of them, but unless they find the enemy, the Hidden Grass will get there first!"
405,15,404,Tenten no nayami,"As the team prepares for dinner, Tenten pulls out a scroll that contains all the ingredients for okonomiyaki. Lee is amazed at her ability to conjure up anything and mentions that she is ""convenient"" to have around. Tenten takes offense and storms off. The following day, they run into Ajisai of the Hidden Rain and her team. As fighting breaks out for the scrolls, Tenten feels an intense rivalry with Ajisai, who also specializes in Transportation Ninjutsu."
406,15,405,Tokijomerareta futari,"An ancient ruin in Demon Desert comes crumbling down during the battle for the scrolls. Tenten and Ajisai fall deep below the rubble. When they realize they're trapped, they call a truce in order to find a way out. While searching for an exit, they are attacked by a swarm of giant ants. Witnessing Ajisai's proficiency with the Summoning Jutsu, Tenten recalls her training with Guy."
407,15,406,Jibun no ibasho,"Ino, Sakura and Choji trudge across a desert under the blazing sun without any provisions. Ino and Sakura are arguing when a giant scorpion attacks and injures Sakura. While Ino tends to Sakura's wound with Medical Ninjutsu, she remembers back to when she ducked out of her Ino-Shika-Cho training and how her intense rivalry with Sakura drove her to ask Lady Tsunade if she could become her apprentice."
408,15,407,Yamanaka Ichizoku: Hiden Ninjutsu,"As Ino and her team head toward an oasis, they are attacked by a team of Sand Shinobi comprised of Ameno, Shishio, and Kouji. Ameno is a Medical Ninja whose skills rival Sakura's. She also has a jutsu that proves difficult to counter. Kouji is a ninja who specializes in power-based attacks, like Choji. Shishio has a jutsu that enables him to disappear and stalk Team 10. Just as Ino and her teammates are pushed to the limit, Ino remembers her Yamanaka Clan training, which she once tried hard to avoid, and unleashes her Sensory Perception Jutsu!"
409,15,408,Noroi no ningyô,"Sakura and her team continue their trek across the desert towards the goal. Their continuous battles have depleted Sakura's chakra, so they stop to rest. Just then, they encounter a puppet manipulated by a rival team from the Sand and end up being discovered. Sakura is helpless since her chakra is not restored yet. Ino and Choji resolve to fight, but the three shinobi from the Sand prove to be too strong!"
410,15,409,Futari no senaka,"Ino and Choji fight to protect an immobilized Sakura although they have depleted most of their chakra due to the relentless fighting. Feeling helpless, Sakura recalls how Naruto and Sasuke always protected her. Sakura realizes that she has trained with Lady Tsunade and regains her confidence that she can protect Ino and Choji. Then the team from the Hidden Sand begins their final attack against the trio. Will Sakura be able to dig deep and stand up to them?!"
411,15,410,Ugokidashita inbô,"Sand Jonin Fugi sneaks into the Demon Desert and creates a massive sandstorm in order to assassinate Gaara, the Fifth Kazekage. Due to the magnitude of the storm, the Second Exam is postponed for the sake of safety. Then Matsuri and the Hidden Sand team fall into quicksand! Unaware of the sinister trap, Gaara ignores everyone's warnings and sets out to rescue Matsuri's team."
412,15,411,Nerawareta Bijû,"Gaara heads out to rescue Matsuri and the others but is attacked by a mysterious priest who binds him with a Chakra Chain to capture his Tailed Beast. The massive sandstorm subsides, but panic breaks out in Hidden Sand Village over Gaara's whereabouts. Meanwhile, Foo, who is also a Jinchuriki, senses that Gaara is in danger and abandons the Chunin Exams to help save him!"
413,15,412,Neji no handan,Neji and the team come across Matsuri collapsed in the desert and find out Garra is in trouble.
414,15,413,Mirai ni takusu omoi,"Gaara meets with Fugi, the mastermind behind the assassination attempt on his life. He confides that perhaps, after all the fear and pain he has wrought upon the Sand, he has no right to be their leader. But there are those who accept him without prejudice--the next generation. Gaara, who has never felt this more deeply than during the Chunin Exams, tells Fugi to take his life, and his life alone, without involving the young shinobi. Meanwhile, Fuu, who has learned that there is someone very much like her by the name of Naruto, sets out to meet him."
415,15,414,Shi no kiwa,"After his Tailed Beast is extracted, Naruto is on the verge of dying. Sakura desperately tries to save him, but Naruto's heart gives out."
416,15,415,Futatsu no Mangekyô,"Madara has transformed into the Jinchuriki of the Ten Tails and appears before Kakashi. Kakashi and the others combine their powers to attack, but they are no match for Madara.."
417,15,416,Kessei: Minato han,Kakashi changes for the worse much to Obito's distress.
418,15,417,Omae wa bakkuappuda,"Obito's story continues, while he turns a new leaf and helps the Allied Shinobi Forces."
419,15,418,Aoki Môjû VS Rikudô Madara,"Maito Gai remembers his academy years, his father Maito Dai's lessons and encouragement and his rivalry and friendship with Kakashi Hatake. Gai prepares himself to use the dangerous technique Hachimon Tonko no Jin."
420,15,419,Papa no seishun,"With his father's teachings spurring him on, Guy sets out on his final battle."
421,15,420,Hachimon tonkô no jin,Guy activates the Eight Inner Gates Formation and relentlessly attacks Six Paths Madara.
